model_id,sample_id,patient_id,parent_id,model_name,synonyms,tissue,cancer_type,cancer_type_ncit_id,tissue_status,sample_site,cancer_type_detail,model_type,growth_properties,model_treatment,sampling_day,sampling_month,sampling_year,doi,pmed,msi_status,ploidy_snp6,ploidy_wes,ploidy_wgs,mutational_burden,model_comments,model_relations_comment,COSMIC_ID,BROAD_ID,CCLE_ID,RRID,HCMI,suppliers,supplier,cat_number,species,gender,ethnicity,age_at_sampling,family_history_of_cancer,prior_same_malignancy,prior_other_malignancy,smoking_status,alcohol_exposure_intensity,alcohol_consumption_per_week,history_diabetes,diabetes_treatment,colorectal_cancer_risk_factors,patient_history_of_gastrointestinal_disorder,gastrointestinal_disorder_diagnosed,prior_synchronous_colon_rectal_tumours,history_prior_colon_polyps,previous_current_barretts_oesophagus,reflux_disease_prior,reflux_disease_treatment,h_pylori_infection,history_clinical_chronic_pancreatitis,tumour_grade,tnm_integrated,tnm_t,tnm_n,tnm_m,clinical_staging,metastasis_at_diagnosis,metastatic_site_at_diagnosis,method_procurement,sample_treatment,sample_treatment_details,radiation_type,prior_therapy_outcome,tumour_regression_score,colon_polyps_present_at_time_of_tissue_collection,venous_invasion_present,venous_invasion_type,lymphatic_invasion_present,perineural_invasion_present,gastric_oesophageal_junction,barretts_goblet_cells_present,oesophageal_columnar_metaplasia,goblet_cells_oesophageal_columnar_mucosa,degree_of_dysplasia_non_cancerous_oesophageal_columnar_mucosa,peripancreatic_lymph_nodes_tested_surgery,number_positive_peripancreatic_lymph_nodes,mlh1_expression_by_ihc,mlh1_promoter_methylation_status,msh2_expression_by_ihc,pms2_expression_by_ihc,msh6_expression_by_ihc,braf_mutation_identified,braf_expression_by_ihc,pik3ca_mutation_identified,pten_expression_by_ihc,pten_mutation_identified,kras_mutation_identified,mismatch_repair_status,preoperative_ce_alevel,crispr_ko_data
SIDM01183,SIDS00421,SIDP00363,,UMC-11,NCI-UMC-11,Lung,Other Solid Cancers,C4038,Tumour,Unknown,Lung Carcinoid Tumor,Cell Line,Adherent,,,,,,,MSS,2.323367182,2.430578132,,45.63,,,909779,ACH-001417,UMC11_LUNG,CVCL_1784,,ATCC:CRL-5975,ATCC,CRL-5975,Homo Sapiens,Male,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01300,SIDS01198,SIDP01089,,HCM-SANG-0280-C18,WTSI-COLO_081,Large Intestine,Colorectal Carcinoma,C4349,Tumour,Sigmoid colon,Colon Adenocarcinoma,Organoid,Unknown,None,4,7,2017,,,MSS,,,1.82,5.22,,,,,,,HCM-SANG-0280-C18,,,,Homo Sapiens,Male,White,71,,,,Ex-Smoker,,,,,,,,,,,,,,,,IIC,T4b,N0,M0,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01287,SIDS01229,SIDP01120,,HCM-SANG-0290-C15,WTSI-OESO_005,Esophagus,Esophageal Carcinoma,C4025,Tumour,Esophagus,Esophageal Adenocarcinoma,Organoid,Unknown,None,18,5,2016,,,MSS,,,2,8.24,,,,,,,HCM-SANG-0290-C15,ATCC:PDM-66,ATCC,PDM-66,Homo Sapiens,Male,White,68,None,No,No,Ex-Smoker,Heavy Drinker,5,,,,,,,,Unknown,No,,Never,,Poorly differentiated,,T3,N0,M0,Stage IIIB,Non-metastatic (confirmed),,Surgical Resection,Chemotherapy,Capecitabine;;Cisplatin;;Epirubicin,,Stable Disease,TRG4 Residual cancer outgrowing fibrosis,,,,,,No,,Yes,Yes,Unknown,,,,,,,,,,,,,,,,FALSE
SIDM01949,SIDS01824,SIDP01722,,HCM-SANG-0523-C15,WTSI-OESO_181,Esophagus,Esophageal Carcinoma,C4025,Tumour,Esophagus,Esophageal Adenocarcinoma,Organoid,Unknown,Unknown,7,3,2018,,,MSS,,,3.5,12.43,,,,,,,HCM-SANG-0523-C15,,,,Homo Sapiens,Male,White,82,None,No,No,Unknown,Unknown,,,,,,,,,No,Unknown,,Never,,,,T1b,N0,M0,Stage IA,Non-metastatic (confirmed),,Surgical Resection,Surgery,,,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,FALSE
SIDM01274,SIDS01216,SIDP01107,,HCM-SANG-0314-C15,WTSI-OESO_167,Esophagus,Esophageal Carcinoma,C4025,Tumour,Esophagus,Esophageal Adenocarcinoma,Organoid,NA,None,1,9,2017,,,MSS,,,2.1,9.01,,,,,,,HCM-SANG-0314-C15,,,,Homo Sapiens,Male,Unknown,72,Same,No,No,Ex-Smoker,Non-Drinker,,,,,,,,,No,No,,Never,,Moderately differentiated,IIIA,T4,N0,M0,Stage IIA,Non-metastatic (confirmed),,Surgical Resection,Chemotherapy,Capecitabine;;Cisplatin;;Epirubicin,,Stable Disease,TRG4 Residual cancer outgrowing fibrosis,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,FALSE
SIDM00980,SIDS00443,SIDP00380,,23132-87,St 23132,Stomach,Gastric Carcinoma,C4004,Tumour,Unknown,Gastric Adenocarcinoma,Cell Line,Adherent,,,,1987,,,MSI,2.026137951,2.112444971,,164.87,,,910924,ACH-000948,2313287_STOMACH,CVCL_1046,,DSMZ:ACC-201,DSMZ,ACC-201,Homo Sapiens,Male,Unknown,72,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01240,SIDS00062,SIDP00048,SIDM00802,451Lu,WM 451-Lu;WC00059;LU451;EST81,Skin,Melanoma,C3224,Metastasis,Unknown,Melanoma,Cell Line,Adherent,,,,,,,MSS,3.901640398,4.022242732,,52.03,,451Lu is a selected xenograft aggressive metastatic sub-line of WM164 (Rockland).,1287706,ACH-001002,451LU_SKIN,CVCL_6357,,Rockland:451Lu,Rockland,451Lu,Homo Sapiens,Male,Unknown,22,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00849,SIDS00073,SIDP00058,,A704,,Kidney,Kidney Carcinoma,C9385,Tumour,Unknown,Renal Cell Carcinoma,Cell Line,Unknown,,,,,,,MSS,1.961576632,1.925144509,,39.63,,,910920,ACH-000429,A704_KIDNEY,CVCL_1065,,ATCC:CRL-7911,ATCC,CRL-7911,Homo Sapiens,Male,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00984,SIDS00461,SIDP00398,,BONNA-12,,Haematopoietic and Lymphoid,Other Blood Cancers,C7402,Metastasis,Spleen,Hairy Cell Leukemia,Cell Line,Adherent,,,,1988,,,MSS,2.03884183,2.100970036,,19.5,,,906695,ACH-001452,BONNA12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1090,,DSMZ:ACC-150,DSMZ,ACC-150,Homo Sapiens,Male,Unknown,46,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00826,SIDS00003,SIDP00002,,COLO-205,Co 205,Large Intestine,Colorectal Carcinoma,C4349,Metastasis,Ascites,Colon Adenocarcinoma,Cell Line,Semi-Adherent,,31,7,1975,,565251,MSS,3.254393688,3.343891547,,33.18,,"COLO-201, COLO-205 and COLO-206F were all established from the ascites fluid of a patient with adenocarcinoma of the colon.;COLO-197 is a lymphoid line established from the original biopsy of the same patient.;COLO-200 is a lymphoid line establisted from the peripheral blood of the same patient (PMID: 565251).",905961,ACH-001039,COLO205_LARGE_INTESTINE,CVCL_0218,,ECACC:87061208,ECACC,87061208,Homo Sapiens,Male,White,70,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Chemotherapy,5-FU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00951,SIDS00493,SIDP00430,,CTV-1,,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia,C9142,Unknown,Peripheral blood,Adult T Acute Lymphoblastic Leukemia,Cell Line,Suspension,,,,,,,MSI,2.008443251,2.078001702,,349.16,"Allegedly established from the peripheral blood of a 40-year-old man with acute monoblastic leukemia (AML M5) at relapse in 1982 ; however, recent new data suggest derivation from acute lymphoblastic leukemia based on the expression signature (Andersson et al., Leukemia 19: 1042-1050, 2005, DSMZ).",,753548,ACH-002222,CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1150,,DSMZ:ACC-40,DSMZ,ACC-40,Homo Sapiens,Male,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00887,SIDS00111,SIDP00088,,Daoy,D324 Med,Central Nervous System,Other Solid Cancers,C3222,Tumour,Cerebellum,Medulloblastoma,Cell Line,Adherent,,,,1985,,,MSS,4.154167041,4.412700693,,23.32,,,906833,ACH-000211,DAOY_CENTRAL_NERVOUS_SYSTEM,CVCL_1167,,ATCC:HTB-186,ATCC,HTB-186,Homo Sapiens,Male,White,4,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00307,SIDS00671,SIDP00599,,RERF-LC-AI,RERF-LC-A1,Lung,Squamous Cell Lung Carcinoma,C3493,Tumour,Unknown,Squamous Cell Lung Carcinoma,Cell Line,Adherent,,,,,,,,,,,,,GT3TKB has been shown to be cross contaminated with cell line RERF-LC-AI (PMID: 16643607).,,ACH-000261,RERFLCAI_LUNG,CVCL_4402,,RIKEN:RCB0444,RIKEN,RCB0444,Homo Sapiens,Male,East Asian,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00366,SIDS01054,SIDP00946,,SBC-2,,Lung,Small Cell Lung Carcinoma,C4917,Tumour,Unknown,Small Cell Lung Carcinoma,Cell Line,Unknown,,,,,,,,,,,,,SBC-1 and SBC-2 exhibit the same DNA profile (JCRB).,,,,CVCL_W531,,JCRB:JCRB0817,JCRB,JCRB0817,Homo Sapiens,Male,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00964,SIDS00462,SIDP00399,,BPH-1,,Prostate,Non-Cancerous,C2897,Normal,Prostate,Benign Prostatic Hyperplasia,Cell Line,Adherent,,,,,,,MSS,3.223552437,3.310480815,,19.03,Prostate epithelial cells from a 68-year-old man with benign prostate hyperplasia cells were immortalized with SV-40 large T-antigen (DSMZ).,,924105,ACH-001453,BPH1_PROSTATE,CVCL_1091,,DSMZ:ACC-143,DSMZ,ACC-143,Homo Sapiens,Male,Unknown,68,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00072,SIDS00750,SIDP00673,,C8166,C8166-CD4,Haematopoietic and Lymphoid,Non-Cancerous,C41168,Normal,Blood,Non-Cancerous,Cell Line,Unknown,Transformed (HTLV-1),,,,,,MSS,,2.121185609,,24.47,,,906829,ACH-000206,C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1099,,ECACC:88051601,ECACC,88051601,Homo Sapiens,Unknown,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01986,SIDS00075,SIDP00060,SIDM00903,EA-hy926,,Lung,Non-Small Cell Lung Carcinoma,C3512,Tumour,Unknown,Lung Adenocarcinoma,Cell Line,Adherent,Thioguanine & Polyethylene glycol,,,1972,10.1073/pnas.80.12.3734,,MSS,,3.467231866,,68.18,"The human umbilical vein cell line, EA.hy926, was established by fusing primary human umbilical vein cells with a thioguanine-resistant clone of A549 by exposure to polyethylene glycol (PEG). Hybrid clones were selected in HAT medium and screened for factor VIII-related antigen. (ATCC)","The human umbilical vein cell line, EA.hy926, was established by fusing primary human umbilical vein cells with a thioguanine-resistant clone of A549 by exposure to polyethylene glycol (PEG). Hybrid clones were selected in HAT medium and screened for factor VIII-related antigen. (ATCC)",,,,,,ATCC:CRL-2922,ATCC,CRL-2922,Homo Sapiens,Male,White,58,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00486,SIDS00955,SIDP00855,,EBC-1,EBC-1/original,Lung,Squamous Cell Lung Carcinoma,C3493,Tumour,Unknown,Squamous Cell Lung Carcinoma,Cell Line,Unknown,,,,,,,MSS,2.794422894,3.029258935,,39.37,,,753554,ACH-000563,EBC1_LUNG,CVCL_2891,,JCRB:JCRB0820,JCRB,JCRB0820,Homo Sapiens,Male,Unknown,69,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01044,SIDS00511,SIDP00447,,EPLC-272H,,Lung,Other Solid Cancers,C45544,Tumour,Lung,Lung Mucoepidermoid Carcinoma,Cell Line,Adherent,,,,1986,,,MSS,3.008359073,3.006730907,,51.03,,,753556,ACH-000585,EPLC272H_LUNG,CVCL_1197,,DSMZ:ACC-383,DSMZ,ACC-383,Homo Sapiens,Male,White,57,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00538,SIDS00904,SIDP00807,,ESO51,,Esophagus,Esophageal Carcinoma,C4025,Tumour,Esophagus,Esophageal Adenocarcinoma,Cell Line,Suspension,,,,2000,,,MSS,2.750624426,2.899710767,,36.63,,,1503367,ACH-001497,ESO51_OESOPHAGUS,CVCL_2036,,ECACC:11012010,ECACC,11012010,Homo Sapiens,Male,White,74,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00205,SIDS00579,SIDP00512,,EW-1,IARC-EW1,Bone,Ewing's Sarcoma,C4817,Metastasis,Unknown,Ewing's Sarcoma,Cell Line,Unknown,,28,5,1980,10.1016/0165-4608(84)90002-5,,MSS,2.165278068,2.223251073,,31.37,,EW-1 and EW-2 are from the same patient (PMID: 6713356).,949163,ACH-002110,EW1_BONE,CVCL_1208,,,,,Homo Sapiens,Male,Unknown,19,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00596,SIDS00962,SIDP00862,,HEC-1,,Endometrium,Endometrial Carcinoma,C7359,Tumour,Endometrium,Endometrial Adenocarcinoma,Cell Line,Adherent,,,,,,,MSI,3.432365804,3.491207171,,324.63,,HEC-1-A was derived from the same patient as HEC-1 (JCRB).;HEC-1-B is a substrain of HEC-1-A (ATCC).,907051,ACH-001517,HEC1_ENDOMETRIUM,CVCL_1274,,JCRB:JCRB0042,JCRB,JCRB0042,Homo Sapiens,Female,East Asian,71,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00594,SIDS00964,SIDP00863,,HEL,GM06141;Human ErythroLeukemia,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,C7152,Tumour,Peripheral blood,Erythroleukemia,Cell Line,Suspension,,,,1980,,,MSS,2.749970851,2.851807132,,30.11,,HEL and HEL-92-1-7 share common ancestry (PMID: 25877200).,907053,ACH-000004,HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_0001,,JCRB:JCRB0062,JCRB,JCRB0062,Homo Sapiens,Male,White,30,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00133,SIDS00820,SIDP00733,,HOP-62,,Lung,Non-Small Cell Lung Carcinoma,C3512,Tumour,Unknown,Lung Adenocarcinoma,Cell Line,Unknown,,,,,,,MSS,2.867374567,3.127514075,,86.05,,,905972,ACH-000861,HOP62_LUNG,CVCL_1285,,NCI:HOP-62,NCI,HOP-62,Homo Sapiens,Female,Unknown,6,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00668,SIDS00159,SIDP00125,,Hs-445,HS 445T,Haematopoietic and Lymphoid,Non-Cancerous,C41168,Tumour,Lymph Node,Non-Cancerous,Cell Line,Suspension,,,,1970,,,MSS,2.035103733,2.060551217,,22.26,"Originally thought to be a Hodgkin's cell line but is a B-lymphoblastoid cell line (PMID: 12592342, Sanger).",,1322218,ACH-002245,HS445_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_0761,,ATCC:HTB-146,ATCC,HTB-146,Homo Sapiens,Female,White,56,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00690,SIDS00175,SIDP00140,,JHU-029,JHU-O29;HNSCC 029,Head and Neck,Head and Neck Carcinoma,C4044,Tumour,Unknown,Laryngeal Squamous Cell Carcinoma,Cell Line,Adherent,,,,,,,MSS,2.234076327,2.34268687,,45.63,,,1298156,ACH-002251,JHU029_UPPER_AERODIGESTIVE_TRACT,CVCL_5993,,ATCC:CRL-2723,ATCC,CRL-2723,Homo Sapiens,Male,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00312,SIDS01091,SIDP00980,,L-363,,Haematopoietic and Lymphoid,Plasma Cell Myeloma,C3242,Tumour,Peripheral blood,Plasma Cell Myeloma,Cell Line,Suspension,,,,1977,,,MSS,2.094163758,2.169329631,,32.87,,,924239,ACH-000183,L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1357,,DSMZ:ACC-49,DSMZ,ACC-49,Homo Sapiens,Female,Unknown,36,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00387,SIDS01113,SIDP01002,,MHH-NB-11,,Peripheral Nervous System,Neuroblastoma,C3270,Metastasis,Adrenal Tissue,Neuroblastoma,Cell Line,Adherent,,,,1986,,,MSS,2.395276855,2.418596813,,21.45,,,908135,ACH-000078,MHHNB11_AUTONOMIC_GANGLIA,CVCL_1412,,DSMZ:ACC-157,DSMZ,ACC-157,Homo Sapiens,Male,White,4,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00504,SIDS00919,SIDP00822,,MOG-G-UVW,GO-G-UVW,Central Nervous System,Glioma,C9477,Tumour,Brain,Anaplastic Astrocytoma,Cell Line,Adherent,,,,,,,MSS,3.586411466,3.467824898,,30.29,,,908145,ACH-001126,MOGGUVW_CENTRAL_NERVOUS_SYSTEM,CVCL_2614,,ECACC:86022703,ECACC,86022703,Homo Sapiens,Male,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00257,SIDS00720,SIDP00644,,NB13,SJNB-13;NB13-DH,Peripheral Nervous System,Neuroblastoma,C3270,Metastasis,Unknown,Neuroblastoma,Cell Line,Unknown,,,,,,,MSS,2.983514272,2.979983016,,54.66,,,949177,ACH-002280,NB13_AUTONOMIC_GANGLIA,CVCL_1443,,,,,Homo Sapiens,Male,Unknown,1,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00724,SIDS00293,SIDP00240,,NCI-H2405,,Lung,Non-Small Cell Lung Carcinoma,C3512,Metastasis,Ascites,Lung Adenocarcinoma,Cell Line,Semi-Adherent,,,9,1990,,,MSS,3.714135156,1.909456385,,24.13,,,687821,ACH-000121,NCIH2405_LUNG,CVCL_1551,,ATCC:CRL-5944,ATCC,CRL-5944,Homo Sapiens,Male,White,47,,,,Smoker,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00719,SIDS00298,SIDP00245,,NCI-H345,,Lung,Small Cell Lung Carcinoma,C4917,Metastasis,Bone marrow,Small Cell Lung Carcinoma,Cell Line,Semi-Adherent,,,,1981,,,MSS,2.695645242,2.756620203,,85.89,,,688021,ACH-001364,NCIH345_LUNG,CVCL_1558,,ATCC:HTB-180,ATCC,HTB-180,Homo Sapiens,Male,White,64,,,,Smoker,,,,,,,,,,,,,,,,,,,,,,,,Chemotherapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00445,SIDS01129,SIDP01016,,OACp4C,,Esophagus,Esophageal Carcinoma,C4025,Tumour,Gastro-oesophageal junction (cardia),Esophageal Adenocarcinoma,Cell Line,Adherent,,,,1996,,,MSS,2.425753657,2.4509095,,17.97,,,1503362,ACH-002292,OACP4C_OESOPHAGUS,CVCL_1843,,DSMZ:ACC-704,DSMZ,ACC-704,Homo Sapiens,Male,White,55,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00847,SIDS00017,SIDP00013,,RD,RD-2;130T;TE-32;TE 32.T,Soft Tissue,Rhabdomyosarcoma,C8971,Tumour,Muscle,Embryonal Rhabdomyosarcoma,Cell Line,Adherent,,,,,,,MSS,2.167211752,2.216973651,,28.97,,,909264,ACH-000169,RD_SOFT_TISSUE,CVCL_1649,,ATCC:CCL-136,ATCC,CCL-136,Homo Sapiens,Female,White,7,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Chemotherapy;Radiotherapy,Cyclophosphamide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00400,SIDS01152,SIDP01039,,SC-1,Sci-1,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,C3209,Metastasis,Ascites,Follicular Lymphoma,Cell Line,Suspension,,,,1977,10.1002/ijc.2910390116,,MSS,2.001320921,2.074367894,,24.82,,,1331031;1331030,ACH-002392;ACH-002303,SC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE;SCI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_2717;CVCL_1888,,ECACC:96090513;DSMZ:ACC-558,ECACC;DSMZ,96090513;ACC-558,Homo Sapiens,Male,Unknown,67,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00370,SIDS01071,SIDP00960,,TALL-1,,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia,C9142,Tumour,Bone marrow,Adult T Acute Lymphoblastic Leukemia,Cell Line,Suspension,,,,,,,MSS,3.771135288,4.001314039,,32.53,,,909762,ACH-000197,TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1736,,JCRB:JCRB0086,JCRB,JCRB0086,Homo Sapiens,Male,Unknown,28,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00252,SIDS00708,SIDP00633,,TGBC1TKB,,Biliary Tract,Biliary Tract Carcinoma,C9167,Metastasis,Lymph Node,Undifferentiated Gallbladder Carcinoma,Cell Line,Adherent,,,,,,,MSS,2.860003452,4.119871343,,26.45,,TGBC1TKB & TGBC2TKB are from the same patient (RIKEN).,909769,ACH-001861,TGBC1TKB_BILIARY_TRACT,CVCL_1769,,RIKEN:RCB1129,RIKEN,RCB1129,Homo Sapiens,Female,East Asian,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01964,SIDS01831,SIDP01729,,HCM-SANG-0544-C15,WTSI-OESO_196,Esophagus,Esophageal Carcinoma,C4025,Tumour,Esophagus,Esophageal Adenocarcinoma,Organoid,Unknown,Unknown,8,8,2018,,,MSS,,,2.66,9.97,,,,,,,HCM-SANG-0544-C15,,,,Homo Sapiens,Male,White,52,Different,No,No,Smoker,Heavy Drinker,,,,,,,,,No,Yes,Proton Pump Inhibitors,Never,,,IIA,T3,N0,M0,Stage IB,Non-metastatic (confirmed),,Surgical Resection,Chemotherapy,Capecitabine;;Cisplatin;;Epirubicin,,Stable Disease,TRG4 Residual cancer outgrowing fibrosis,,,,,,Yes,,Yes,No,Unknown,,,,,,,,,,,,,,,,FALSE
SIDM01299,SIDS01197,SIDP01088,,HCM-SANG-0281-C18,WTSI-COLO_085,Large Intestine,Colorectal Carcinoma,C4349,Tumour,Sigmoid colon,Colon Adenocarcinoma,Organoid,Unknown,None,5,7,2017,,,MSS,,,2.54,11.84,,,,,,,HCM-SANG-0281-C18,ATCC:PDM-57,ATCC,PDM-57,Homo Sapiens,Female,White,44,Same,No,No,Unknown,,,,,No,No,,No,Unknown,,,,,,Moderately differentiated,IIA,T3,N0,M0,Stage IIIB,Non-metastatic (confirmed),,Anterior resection of rectum,None,,,,,No,Yes,Extramural,No,No,,,,,,,,,Not Assessed,,,,,,,,,,,,FALSE
SIDM00662,SIDS00165,SIDP00131,,Hs-940-T,,Skin,Melanoma,C3224,Tumour,Unknown,Melanoma,Cell Line,Adherent,,,,,,,MSS,3.144834349,2.19472225,,19.03,,,1298145,ACH-000135,HS940T_FIBROBLAST,CVCL_1038,,ATCC:CRL-7691,ATCC,CRL-7691,Homo Sapiens,Male,White,57,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00646,SIDS00219,SIDP00179,,NCI-H1341,,Lung,Small Cell Lung Carcinoma,C4917,Metastasis,Cervix,Small Cell Lung Carcinoma,Cell Line,Suspension,,,2,1986,,,MSS,3.601399733,3.730421782,,23.34,,,1330964,ACH-000129,NCIH1341_LUNG,CVCL_1463,,ATCC:CRL-5864,ATCC,CRL-5864,Homo Sapiens,Female,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00065,SIDS00756,SIDP00679,,HLF,,Liver,Hepatocellular Carcinoma,C3099,Tumour,Unknown,Hepatocellular Carcinoma,Cell Line,Unknown,,,,,,,,,,,,,HLE and HLF were derived from the same patient (PMID: 52570).,998181,ACH-000393,HLF_LIVER,CVCL_2947,,JCRB:JCRB0405,JCRB,JCRB0405,Homo Sapiens,Male,Unknown,68,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00378,SIDS01063,SIDP00954,,Marcus,,Central Nervous System,Glioma,C60781,Unknown,Unknown,Astrocytoma,Cell Line,Unknown,,,,,,,,,,,,,SK-MG-1 and Marcus share common ancestry (JCRB).;;RERF-LC-OK has been shown to be contaminated with Marcus cell line (ICLAC).,,,,CVCL_3019,,JCRB:IFO50290,JCRB,IFO50290,Homo Sapiens,Female,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
